,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),968.4680081599281,2.0,3048.523734701498,0.0,0.07220796766511713,0.07808213821976703
C(strategy),703.9872970612136,3.0,1477.3311841913135,0.0,0.05248856085544017,0.057995209715961345
C(upstream):C(strategy),305.0216371155563,6.0,320.04695130508543,0.0,0.02274209609860864,0.0259819557897672
Residual,11434.727271074287,71988.0,,,0.8525613753808341,
