,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),94.75119309212002,2.0,673.7207411119498,6.655683758620938e-269,0.13444269309410053,0.15786429852868314
C(strategy),19.726561198322333,3.0,93.50941834370231,2.300942343035131e-59,0.027990064572691938,0.03756138364237046
C(upstream):C(strategy),84.83696489459757,6.0,201.07547285062506,8.865432804243566e-238,0.12037537113934155,0.14372024722935964
Residual,505.4554019088656,7188.0,,,0.717191871193866,
