,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),287.18531723887924,2.0,1314.8469986462453,0.0,0.26246642176630386,0.26785251180345443
C(strategy),15.086571712758404,3.0,46.04816088115398,1.8115614426249548e-29,0.01378802555868399,0.018856368854141933
C(upstream):C(strategy),6.91564142487598,6.0,10.554172776700263,1.070466646564624e-11,0.006320391573139553,0.008732891759789006
Residual,784.9917376084201,7188.0,,,0.7174251611018726,
