,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),63.19404666714052,2.0,428.43123644778814,1.0106598443153145e-159,0.1586295416069964,0.26406742352040236
C(imputation),70.33650992193073,3.0,317.9029196848283,1.185079911457631e-173,0.17655853542535435,0.2853955349850209
C(upstream):C(imputation),88.72823824313326,6.0,200.5143987616896,2.1825586185904508e-207,0.22272540693968945,0.335020175248162
Residual,176.11622426545722,2388.0,,,0.4420865160279598,
