,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),92.49992177062398,2.0,1181.7724751446106,1.0055641447633689e-206,0.7843270916860409,0.8007822987949473
C(strategy),0.5683713366509403,3.0,4.840981400905686,0.0024554612822521612,0.004819345021486416,0.02410355380231106
C(upstream):C(strategy),1.8550729348569452,6.0,7.90009364993823,3.3340802145290956e-08,0.01572956962568922,0.07459949635221913
Residual,23.012024372318937,588.0,,,0.19512399366678349,
