,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),106.84911850058838,2.0,391.7866874647542,1.3294430584151616e-168,0.025448306061775647,0.026497520608552212
C(strategy),151.64130804447672,3.0,370.68498455443205,3.0538318678735597e-236,0.03611648343830366,0.0371924050101804
C(upstream):C(strategy),14.61231904715197,6.0,17.85980129737891,8.790163333700077e-21,0.003480223071584719,0.0037085384613080997
Residual,3925.5703700647787,28788.0,,,0.9349549874283359,
