,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),36.64513955204442,2.0,528.7005468589928,6.084671095435516e-215,0.08012006708212724,0.1282413167897435
C(strategy),122.03862808001682,3.0,1173.814411998448,0.0,0.26682237229565214,0.3288166488580354
C(upstream):C(strategy),49.58773693010551,6.0,238.47695267756194,7.841681202777181e-279,0.10841745611715867,0.1660151610737966
Residual,249.1062896236675,7188.0,,,0.5446401045050621,
