,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),97.03711644222807,2.0,500.25679746808936,3.8936828859485395e-204,0.09623037406003805,0.1221850074908469
C(strategy),188.4551119753814,3.0,647.6968417847448,0.0,0.18688834318066544,0.21279939345238869
C(upstream):C(strategy),25.746477075523764,6.0,44.24372391415551,2.0646411009604313e-53,0.02553242728704644,0.035615977011941774
Residual,697.1447429769588,7188.0,,,0.6913488554722501,
