SpMax_A,VE1_A,AATS8dv,AATS8s,AATS2i,ATSC1dv,ATSC8d,ATSC0p,ATSC0i,MATS1c,MATS2s,MATS3s,MATS6s,MATS7s,MATS8s,GATS4c,GATS1dv,GATS5dv,GATS7dv,GATS6d,GATS7d,GATS2s,GATS3s,GATS2v,GATS3v,GATS1p,GATS6p,GATS3i,GATS6i,GATS8i,BCUTc-1h,BCUTd-1l,BCUTs-1h,RPCG,Xch-5d,Xch-7d,Xc-5d,Xc-5dv,Xc-6dv,AXp-1d,SdssC,SaasC,SaaaC,SssssC,SsNH2,SssNH,SsOH,SssO,SdS,SddssS,MAXaaCH,AETA_beta_s,AETA_eta_L,AETA_eta_F,ETA_epsilon_5,IC1,IC2,CIC2,ZMIC1,PEOE_VSA1,PEOE_VSA2,PEOE_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA10,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState7,VSA_EState8,MDEC-33,TopoPSA(NO),GGI3,GGI5,GGI6,GGI7,GGI8,GGI9,JGI2,JGI5,FPSA3,RPCS,Mor02m,Mor03m,Mor06m,Mor08m,Mor11m,Mor13m,Mor16m,Mor23m,XLOGP3,Silicos-IT_Log_P,ESOL_Log_S,ESOL_Solubility_(mg/ml),Ali_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml),AATS1i,AATS3i,AATS4i,AATS5d,AATS6i,AATS7s,AATSC0v,AETA_alpha,AETA_beta_ns_d,AMID_C,ATSC1d,ATSC7d,ATSC8dv,AXp-0d,CIC1,EState_VSA4,EState_VSA5,ETA_dAlpha_B,ETA_dEpsilon_D,GATS1d,GATS1i,GATS1v,GATS2c,GATS2d,GATS2i,GATS3c,GATS3dv,GATS4dv,GATS4i,GATS4s,GATS5d,GATS5i,GATS5p,GATS6dv,GATS6s,GATS7i,GATS7p,GATS8c,GATS8dv,JGI4,MLOGP,MOMI-Z,Mor26m,Mor30m,Mor31m,PEOE_VSA4,PEOE_VSA6,RNCG,RNCS,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SaaS,SdO,SlogP_VSA3,SlogP_VSA4,SpDiam_A,SssS,VSA_EState9,Xc-3dv,ZMIC2
2.478998053,4.531737251,4.584097859,2.79533356,152.3722909,55.63018497,-4.282199154,13.56880932,92.45596396,-0.6302646196,0.1324729269,-0.05397991054,-0.05169907773,0.005767519995,-0.02261969407,1.004024422,0.5078511369,0.9885072594,0.9998426399,1.088348271,1.090964493,0.5458088391,0.9434786902,0.8393745447,1.006611013,0.8155005584,1.129322574,1.070344177,1.003844652,0.9321528286,0.4064642962,0.972936617,7.00827662,0.09330061666,0.2140761751,0.8558461486,0.441638319,0.1342464278,0.0,0.4323245357,0.5475823573,5.825396003,0.0,0.0,5.318228602,3.385412887,0.0,0.0,0.0,0.0,1.980954997,0.6640625,0.2179363445,1.01699684,0.7752380952,3.913553022,4.902146665,0.7702786768,52.50129632,11.05045608,9.778515705,10.57107519,16.47624748,27.22258466,5.13155848,5.907179729,0.0,12.1082079,28.47843254,10.717646,5.905390308,8.212963268,2.52847988,9.905992134,110.6,1.729166667,0.9030555556,0.6131972789,0.5755385488,0.3084057697,0.211882716,0.0697167756,0.0205239899,0.04813019629,92.16356724,30.12978517,-4.488477433,1.265419788,-2.442619558,1.158076518,-1.447384538,0.5252566033,-0.7717788264,2.74,3.04,-4.3,0.0221,-5.01,0.00427,0.000288,205.39052494983525,242.01648956739822,223.56950601732865,-1.1942784314020276,239.0872295612383,0.5424122992496758,36.805188545145526,0.2770531849465324,0.026221889678571173,0.1322483155686447,59.54627378604145,37.907215845670905,-252.48865714054108,0.7742952417588878,5.904783637434212,399.7481717665171,42.78651305733206,0.2104680108114921,0.22454869756871826,1.5260885844079675,4.479664418826549,2.5064616150221246,4.007506381052208,1.659207725168768,1.5266457976954166,0.9316479835774544,1.2771206918219402,-0.5776909762548077,0.5441695494621874,-0.9105569248577847,0.003966092417039047,1.4874530996707367,1.5425877661872023,0.057920906123437144,0.6588838266369912,0.30271513673050277,-0.8193839235970966,1.4802393978598505,0.8188811483759042,0.07133917929503902,-11.15109724334928,13043.875111349153,0.23423934743049862,0.5785280360375888,-0.24760174527959677,20.407709542043975,-191.82986474183085,-0.819075379987346,-74.6762293103173,58.46436466424619,176.01609636446673,40.775491768187464,16.078492347297257,-1.0144793980224323,72.04251921206901,119.66348434731381,-6.934799477807193,5.31381148245546,-2.33097813924233,10.437472830221488,3.691219191837087,55.99140430820869
2.489372579,4.663815541,5.87037037,3.248371056,160.4482422,64.10026058,-5.303344867,13.97064726,156.4491924,-0.6536291568,0.6036731526,-0.01486649142,-0.1523244448,0.0668815408,0.0008914265502,0.931428181,0.4031347679,1.055717632,0.8214979576,0.9774692278,1.065712978,0.2389714991,0.3930837558,0.8436156063,0.9864553424,0.8432903872,0.9228014981,0.7469597498,0.8269007663,0.8264999508,0.6306894568,0.9778299933,8.00739318,0.2116435251,0.2140761751,0.8989685443,0.3928227826,0.1048899075,0.0,0.4294393512,0.2205543089,3.858196548,0.6669152278,-4.758526534,0.0,2.976840435,0.0,3.901256179,5.516129509,0.0,1.892192041,0.6785714286,0.1881080167,1.219678485,0.8882275132,3.84774593,4.887344949,0.7850803925,60.14458531,10.05365156,4.983978521,5.693927995,10.05365156,40.83731723,18.85863142,6.362358859,10.86194872,22.72241949,16.90908504,12.21787344,11.98130094,0.2665202855,1.889656709,8.909425461,82.16,2.229166667,1.118333333,0.936462585,0.7387329932,0.4348702444,0.3165740741,0.06627680312,0.02110062893,0.03506827481,1.116188182,35.31762793,-6.995584337,2.040648062,-2.184634642,1.052793975,-1.329174799,0.6946878066,-1.605944026,4.76,3.97,-6.0,0.000497,-6.89,6.38e-05,5.57e-06,206.3551520870501,248.36997215005417,229.0566889239858,-1.2949700570394809,247.06309743179222,1.4198144617035355,35.46931515819511,0.2746834838514073,0.07584236500270848,-0.061675608828072104,59.16275646994875,42.67038955282695,-318.84436302382727,0.7725465873036981,5.1783823197745615,389.70761678572114,49.5739940183591,0.21613978144543333,0.17503371968122927,1.427162719749109,4.463113383310379,2.6020728123947636,4.402874885994242,1.413735987980606,1.197285031693065,0.947703890245577,1.0681466721399901,-0.6462278901132947,0.5481013463527269,-0.6756488775624654,-0.10612557244514642,1.3109726286548111,1.5677242584536053,-0.08338794922416826,1.1071434809529794,0.41928756930558664,-0.6508109101905066,1.979249941082164,1.18067790241338,0.0691437284689655,-8.32779125773661,12887.136840095667,0.2994149597209801,0.7549463344589222,0.027374022812039128,26.681805869189258,-190.55780870169528,-0.8017551599051944,-53.2196261339277,67.87232845878648,178.29670113860357,27.790688036903298,8.35789550868321,0.7129910504461012,48.53798922758593,116.97966703347703,2.144592101329911,5.202190634958019,-2.5089441541281303,15.773386335397777,3.2899074758664177,52.45939887137244
2.477181776,4.590853691,5.032258065,3.167562724,149.6235346,58.8696845,0.1234567901,11.84933335,91.64075312,-0.3691494043,0.02775912726,-0.1274503808,-0.05429088354,0.2031939835,-0.08520564585,0.9423160517,0.467766953,1.106768635,1.037990752,1.120611702,1.107031655,0.5242962607,1.018669106,0.9023353477,0.9855938316,0.8988896109,0.9494643412,0.9679136249,1.063908435,0.9862002432,0.4143829928,0.9113304311,7.008273932,0.1073913263,0.09622504486,0.8097178565,0.2749716524,0.0761440227,0.0,0.4364434561,-0.2401826995,5.218831038,1.929508048,0.0,0.0,2.831912268,0.0,0.0,0.0,0.0,2.065915647,0.6397058824,0.179459215,1.225832161,0.779047619,3.594016263,4.759064585,0.9958229169,62.4631437,5.316788604,19.44429716,22.84330152,5.316788604,25.65562151,5.687386275,0.0,12.45193614,16.94476576,35.14411478,10.36057336,17.65010495,3.634142302,1.953768374,10.21799068,96.49,2.284722222,1.111666667,0.7821315193,0.536529195,0.4323664651,0.288757716,0.05450733753,0.02223333333,0.03766325524,60.71308242,33.12812966,-3.081883462,2.087019433,-2.518367903,0.2873471083,-1.534784906,0.2680654904,-0.8249018884,3.88,4.48,-5.23,0.00261,-5.6,0.00111,9.93e-08,202.0396778359626,240.29378483111563,222.56572343613522,-0.7264857948644705,239.2688632883012,0.9006043086830482,38.22838993289655,0.28618422885721995,0.03293141566014688,0.33648446036261714,58.498565851568785,23.974973775001086,-385.3141068973573,0.7534731649701725,5.857687667024327,396.43879748117456,44.98761410103995,0.2030103509837318,0.17001431124298286,1.3908662250808996,4.413687411141124,2.4981745505048663,4.446324491941104,1.5341811034652428,1.385232246427357,0.9387028702028075,1.1500510855120705,-0.47250828893653374,0.42218272968538684,-0.8075710888679761,0.09981468519868875,1.5936709043655641,1.6080509713852285,0.03738521044446941,0.710567597834305,0.38971872955999354,-0.8120689245776231,2.0685653510088238,1.2482836223340663,0.06618151701460089,-9.61576002710951,12845.253543146962,0.21175087748244975,0.6530400482200449,-0.3478037812135276,21.662028098223807,-175.73261531992284,-0.7483558641047936,-186.56089153310262,46.202772783192444,171.82708580883295,32.16641643241008,12.231067168352379,-1.8201182377613794,49.51814243119388,122.30317469651321,-4.537193707838181,5.374548677700398,-1.7897600720178957,13.205702973673173,3.387974278161197,51.550249593744624
2.489906793,4.649301453,4.915555556,2.698004115,152.6340949,57.14376093,-6.400633771,13.02374769,86.70222862,-0.4572122123,0.07899585575,-0.07467250642,-0.02960373967,-0.05264030584,0.09601494395,1.090028368,0.4978792783,1.004651851,1.050246921,1.079192979,1.129139511,0.8207385016,1.070476985,0.8269778698,0.9293751307,0.7256490083,0.9384887949,0.9884900922,0.9258480503,1.018935918,0.4090716456,0.9779546959,3.066006625,0.0952834448,0.2140761751,0.9233763125,0.5106739128,0.1521354666,0.0,0.430872001,0.3998230558,5.493595368,0.7408984465,0.0,0.0,3.159929768,0.0,0.0,5.607874885,0.0,1.965149334,0.6693548387,0.1867741161,1.149699898,0.8047619048,3.675785394,4.702693107,0.851895745,56.37970635,5.316788604,4.983978521,16.40394758,5.316788604,34.47495837,5.687386275,0.0,0.0,15.82245647,15.2635679,28.91749514,13.05776442,5.268556292,1.950410878,9.707599066,72.93,1.854166667,1.028055556,0.654829932,0.6545493197,0.4157375913,0.229382716,0.07555555556,0.02187352246,0.03777012702,51.32102269,24.17296101,-3.575777964,0.3226135707,-2.194956531,1.203734206,-1.324867281,0.5832354684,-0.7275748455,4.21,4.0,-5.55,0.00126,-6.13,0.000334,4.55e-06,201.036066891976,242.00469995378535,222.74685071237798,-0.53812079189079,238.10494430210503,1.4843687501290075,38.37066171017001,0.29130505580552646,0.0506551608456027,0.291232300303085,57.54985267246535,20.943825561408865,-412.6503783300591,0.7521078147680641,5.187413882300845,370.40967484456854,51.44589414296619,0.20322639105621823,0.14073888373579285,1.2770610305367835,4.283696789580478,2.538306375115135,4.573185415381655,1.2475254660779163,1.0898357631049005,0.8821067103215587,0.8974072688167535,-0.42121053836669553,0.36140510663284287,-0.4963374434076555,0.18510892957346137,1.407238240932425,1.5178717640869808,0.09684903853776039,1.1188902567173251,0.5913287626422092,-0.5168382323524949,2.3016751684824217,1.4707143445242898,0.061236105435924976,-7.7747211308749815,11825.55733641715,0.367708322780128,0.5343279265700287,0.00411209130900933,24.59983490085932,-176.34688129116262,-0.6731105338817123,-170.32277400063836,52.43881047246562,166.2778384944067,24.14546445073377,8.610197572635933,-0.5513376568556707,38.43121483123862,117.65927337086418,-7.073471415343139,5.377203172621451,-1.9657283805681849,16.80615664819492,3.029412580083621,45.92405799804603
2.427611449,4.188333736,4.672131148,2.93715847,146.1018162,22.382643,-0.8284023669,8.858345261,62.46764447,-0.4448537678,-0.02892808684,-0.06976049983,0.02385848535,-0.07506031486,0.1155272816,0.7885458936,0.6142379454,1.16427588,0.9763345656,0.930510167,0.8956486704,0.6888466757,0.9765775772,0.9810364011,0.9549870422,0.8166995854,1.044632565,1.116336228,1.014867223,0.8595394201,0.4149287333,0.9938724285,6.002807773,0.1603666013,0.0,0.4569100218,0.2730118646,0.07183363128,0.0,0.4373949292,0.0,3.870485185,1.454085483,0.0,0.0,3.357896589,10.17030951,0.0,0.0,0.0,2.027556322,0.6354166667,0.1709410777,1.080176258,0.7448717949,2.819774933,3.899408685,1.385993533,57.60172935,10.423316,9.967957042,22.2842392,5.316788604,15.07448444,11.37477255,0.0,5.749511833,5.386224214,24.52642128,0.0,14.2347555,3.49732946,0.0,7.259024008,58.04,1.6875,0.5833333333,0.2832653061,0.2274305556,0.1809019904,0.085625,0.06006006006,0.01944444444,0.04640514963,112.7616894,21.70862663,-3.085546691,2.093372927,-2.069038732,0.3039448977,-1.438764958,-0.05117055834,-0.7471076458,4.52,3.7,-5.11,0.00243,-5.46,0.00109,4.73e-06,194.51742830713874,231.49040751250737,212.24102988463596,0.6297904874940361,222.87365259886798,3.912872138618525,33.80995821699102,0.29984817210037606,0.047366108118755273,0.27403201847588643,44.05707825716074,12.908195241574006,-345.23421836047925,0.7728324676315679,3.421356529643673,245.55851602120086,46.193750440527836,0.1929886790525835,0.17582276099921595,1.3227701332874833,3.4447091805871413,2.0713525702468347,3.570921457945944,1.072674051692297,0.8136876215553147,0.35352587267038094,0.71359751931431,-0.07185310933774813,0.5861478042478285,-0.1540181034859336,0.5463182446909362,1.1648871334188946,1.4246712292588763,0.25549419521139416,0.5327423142665015,0.9309447006631673,-0.23296242906387654,2.004333753177619,1.5704057913593488,0.0722889330242642,-7.571481332660056,10557.501268570537,-0.1638140740132362,0.5226061970673719,-0.06346206223273783,24.246588392012598,-167.56504934537998,-0.5606830402577752,12.900979140958789,67.42438224533261,124.77807074237546,18.7006218203164,29.524973708433308,1.0110665825023755,35.44784090169074,97.55952938964316,7.783670958972899,5.238483892460459,-2.2978522045431875,13.072916782537696,2.588670072260679,43.150688178495315
2.479015615,4.520309251,4.517133956,2.80226722,153.0097775,45.32462222,-5.5012,13.38619907,91.41802687,-0.4581291007,-0.02481871828,-0.01841099456,-0.1556879175,-0.01165692595,0.002441966237,1.042867244,0.5630011431,1.052115352,1.083858226,1.054408677,1.244650643,0.6109231788,0.7390460571,0.8523468135,1.017468009,0.8273088911,1.244388507,1.049049177,0.9489375119,0.9457989088,0.3997723914,0.9113366495,6.027276297,0.07931505811,0.2140761751,0.8666591913,0.2749716524,0.1189424619,0.0,0.4340286995,1.045911104,6.151958635,0.0,0.0,0.0,6.539359984,0.0,0.0,0.0,0.0,1.998284106,0.6612903226,0.2145569101,1.015557798,0.7686868687,3.972585734,4.98875844,0.65509775,47.55579436,5.316788604,15.41868244,22.20374799,10.74258,27.48118054,5.13155848,0.0,6.165775612,12.1082079,23.74168831,15.2298486,15.29881255,7.872209116,2.563882331,9.113837606,89.23,1.729166667,0.7294444444,0.614829932,0.5130385488,0.2711404006,0.269382716,0.0589569161,0.01657828283,0.04667855868,298.8885757,26.0884089,-4.741587516,1.649009064,-2.791245547,0.4755866073,-1.320589611,0.5650146313,-0.4318516379,3.59,3.87,-4.82,0.0065,-5.74,0.000768,8.51e-05,201.81970977200444,240.51766906069327,220.87200963622303,-0.5518999843131489,235.7680472634398,1.5222323946792002,37.13578814892636,0.2878114269840719,0.031371891499605585,0.2574172547645093,55.94309908678507,25.0949841649205,-351.33557587929937,0.7600577075023561,5.291682146519021,367.71629507157786,47.73670795996106,0.2033394597406987,0.18098519824455284,1.3929188596623607,4.239114862126888,2.4322077306412755,4.259649796778048,1.3909901675239258,1.2283231151158926,0.7624885873792371,1.0159298352224067,-0.40683024595908224,0.4512626955659972,-0.6356171331775806,0.19005284580774295,1.4256124111370168,1.5157175969355574,0.10717938082323064,0.7733717135668973,0.5193610357266418,-0.6710475904847173,1.9757635050502935,1.2771833848327752,0.06602670941533187,-9.718147814414174,12168.513203634262,0.2719921540906908,0.5187286722594884,-0.12955907093764019,22.44158793473739,-182.062919131679,-0.7133870713224744,-136.56943703661554,53.83893374552838,164.94534766492245,30.53070607965241,16.004026979164376,-0.6970205271621885,51.41787213242365,117.87508487712388,-7.215711213803392,5.35888819522926,-2.018555765325632,13.379919864343243,3.2231408983026273,49.83320057968837
2.48420259,4.366523009,4.155844156,3.575036075,154.5298377,53.1634349,-3.850415512,8.220780949,62.43560312,-0.5437894286,0.1304179118,-0.02700803654,0.0983560962,-0.1813356503,0.09289080191,0.867832243,0.4450403915,0.8969234096,1.065580908,1.201298701,1.155679763,0.570451943,0.9169704156,0.7861405245,0.9663289302,1.032917232,0.8581407419,0.9847756445,0.8583123023,1.028884916,0.492444945,0.9729436343,7.00827491,0.1069876433,0.2140761751,0.7973892596,0.441638319,0.07796367974,0.0,0.4301553163,-0.5940774072,4.317240646,0.0,0.0,5.392358172,0.0,0.0,10.74611593,0.0,0.0,1.89518923,0.6979166667,0.1904836376,1.045968362,0.8192307692,3.806588042,4.504120605,0.7438069081,40.54206835,15.20739338,9.361636832,5.687386275,15.20739338,27.23517873,0.0,5.907179729,12.4868703,23.01735616,10.76394322,15.20739338,0.0,1.596443689,2.091165262,8.106047675,92.26,1.479166667,0.83,0.5845351474,0.4452947846,0.2524644117,0.120632716,0.07407407407,0.02441176471,0.05543580538,89.64680566,25.45196233,-2.49650876,0.2640580435,-1.930380805,0.6025702551,-1.366444018,0.3446451667,-0.6276550115,1.72,1.99,-3.25,0.182,-3.27,0.172,0.00535,202.69956565324645,241.57916655194612,223.74890732462984,-1.0547155826783463,234.59850084265264,1.265790338732287,36.34390215707726,0.2706466898193608,0.027747812703374612,0.193687433506738,58.70165186649376,33.687339249390014,-270.1262250315501,0.7755741978484985,5.5186372230323695,378.37070546981795,43.24549654394125,0.21821151528563051,0.20432960490538796,1.4451184202749532,4.366514067572139,2.569325630626044,4.15237110216869,1.389266967563737,1.2520019708480286,0.7618906453321139,1.0025430219346692,-0.4407466586151889,0.49762642743197594,-0.4564910277813825,0.11506429398112394,1.296561416671239,1.3699924594935387,0.07652145040031932,0.7772730019752822,0.5133265315149568,-0.4419111917768874,1.5470206237704756,0.9628622247396689,0.06488191576913159,-10.167001367606751,12459.635444687883,0.0941041027761772,0.505014507759107,-0.10533479579363501,22.712375298756985,-200.88597231285854,-0.7535843226064207,25.1068525449559,73.80061975329063,161.84626358151672,32.48232198104489,31.1753682668481,-0.5498416235517665,66.76787706765266,120.18456957420376,-14.637691746553774,5.3668107688265945,-2.8538387142768014,13.010597439381828,3.383329090467613,52.08853857211757
2.434221777,4.302585104,4.711864407,3.126177024,149.1260098,26.45288532,-0.6990504018,8.321909885,85.2828526,-0.254495542,-0.02581789209,-0.05267625989,0.08250262369,0.002589759106,-0.01155266623,0.8092087057,0.4943965517,0.9879752431,0.9006085193,1.011133603,0.9417420814,0.649900382,0.974551814,0.9394095453,0.960059429,0.835603608,1.001142391,0.9717390772,0.7821487931,1.07666844,0.3903537889,0.9938435771,8.001918079,0.1231618762,0.1178511302,0.5183302655,0.2749716524,0.0761440227,0.0,0.4373949292,0.0,4.877703305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.962828798,0.6354166667,0.1723326249,1.072182009,0.7925714286,3.039081406,4.438390527,0.7710628382,51.92059549,0.0,15.06663885,11.38785599,0.0,20.16532066,4.390415048,0.0,5.817220841,0.0,24.52642128,0.0,7.221352865,5.320734706,0.0,6.807079415,54.46,0.9930555556,0.66,0.3386394558,0.267396542,0.1645408163,0.06655864198,0.07207207207,0.02,0.04501175875,215.6839028,21.48029924,-2.735026769,1.22535521,-1.590183518,0.2710355132,-1.255363838,0.506919913,-0.8292339329,3.16,4.88,-4.3,0.0157,-3.97,0.0336,1.58e-06,197.21345144589668,233.96726854699963,214.44752028096082,0.33677288023311025,224.85965150532212,3.3717084333015013,34.70838999148653,0.29650956645011306,0.05270713476115058,0.23862957627853332,47.88775703253938,14.236795944658962,-325.5473539121185,0.7736988557679751,3.5819105465029173,251.63510126437765,53.16512670060066,0.1977066758903675,0.16152478621750033,1.264759403484938,3.5672775270203925,2.2058257981445,3.7828084851048813,1.0480064621892433,0.8220799636201712,0.5167054404314487,0.6924390202955347,-0.10128099520346856,0.5010497008407608,-0.15754054025225628,0.47478946683520384,1.0945633861652024,1.3760550982974344,0.22234472626653312,0.7739407010522591,0.9266997574264889,-0.059604314913728196,2.059180863802929,1.507249823286646,0.0612957997999988,-6.596406122476225,9673.642300479434,0.14736180683638284,0.39546605065256113,0.084848493638121,27.652882160430096,-168.58232988936254,-0.5705282223582695,-52.29516708206004,67.08299905981889,135.91086626353265,21.819671523390795,14.984495037730102,0.6830845352694941,40.17184947113193,97.71126249200046,0.3300208172691512,5.287489125468445,-2.2923228842992707,14.704321285992178,2.674325696767527,39.530919429300084
2.434970856,4.409315887,3.576576577,2.501001001,155.1746061,54.77685442,-0.8984302862,12.8519211,90.39180594,-0.2306819413,-0.1324211295,-0.01413077618,0.06174106542,0.008211280229,-0.008110525552,0.7192558466,0.5912875909,0.9350690234,0.9235996782,1.075867141,1.133682431,1.184949384,1.027427955,0.9154022444,0.9326848435,1.081461232,0.8448537724,0.8757702946,0.8323483099,1.156320629,0.3922887091,1.734391199,3.511592327,0.0762695301,0.1178511302,0.5660912809,0.2749716524,0.0761440227,0.0,0.4407029439,0.0,6.494769123,0.0,0.0,0.0,0.0,0.0,11.30849591,0.0,0.0,2.07498404,0.6640625,0.2176551115,1.008652749,0.7949494949,3.50248497,4.66966611,1.163223904,57.50377507,9.473725908,19.96654858,24.60161992,4.736862954,64.5201455,0.0,0.0,0.0,6.606881965,6.196843572,9.473725908,7.372103262,5.497512117,5.152574264,6.807079415,76.16,1.055555556,0.8405555556,0.4594557823,0.267396542,0.2091364324,0.154683642,0.06018518519,0.01954780362,0.04762865395,345.6728331,29.37696883,-3.870197062,2.254027002,-2.772017007,0.7182672636,-1.838195709,0.269895088,-0.7893227442,2.7,4.61,-4.26,0.0234,-3.95,0.0477,9.06e-07,203.4583314363777,247.04494037761555,225.6054706822312,-1.0839382784617992,243.82989902428818,0.6928213829573684,38.107388698663776,0.2797789214232715,0.023924725437914747,0.3201359149849532,62.21110034846397,32.70433653956608,-392.11402836661483,0.729848913129953,6.299102092872845,454.9259304467513,52.92848692659921,0.21460923464822548,0.14536240486386096,1.213819810634122,4.613888927299406,2.7351795882632635,5.053879816348299,1.0751258998720965,1.1468394950211045,0.7441333847973647,0.8438712161135667,-0.5129712173887295,0.3620836038584807,-0.3554167150943308,0.035442197876446535,1.432074977269227,1.4654153207938285,0.06159408714275616,1.5015287340636059,0.418837983081338,-0.6477032199494968,2.142513279439454,1.4089724497625624,0.05719955235656332,-9.587787341974986,13033.602080784302,0.6847382577059565,0.3990784943638673,0.11946441562042415,23.899863347261295,-202.13917108530072,-0.712043011838656,-122.7849869520515,58.101729354234294,185.33312616709966,21.406825325101465,27.262074287667463,-0.4832601226838656,45.37638244204706,129.76149618436364,-31.933196244232217,5.487372103810078,-2.550285168516076,18.789855884140316,2.860381570209425,52.4954664821372
2.501030012,4.686156221,4.46728972,2.851563401,150.0506471,61.31095679,-11.52256944,13.36759567,80.33790092,-0.5825456676,0.1299780216,-0.01747574688,0.04083244293,0.09690111473,-0.07805928516,1.037248282,0.4754457172,0.9050781394,1.051860615,1.274280409,1.116258613,0.5864162261,0.8873882821,0.8231498296,0.9462658541,0.8359406241,0.9983187868,1.115426163,1.036432143,0.9880345329,0.4923995778,0.9729256188,7.008276203,0.08845103879,0.3319273053,0.948466846,0.5249716524,0.1175920237,0.0,0.4299566129,-0.46054313,7.828221058,0.0,0.0,5.351517682,0.0,0.0,10.97242517,0.0,0.0,2.050362583,0.6666666667,0.2176646508,1.035711674,0.7898989899,3.943030336,4.727436262,0.8575262387,47.97125364,20.19137191,4.794537184,11.38785599,15.20739338,27.6520576,0.0,5.907179729,6.792942306,17.13736782,23.46952001,25.17535043,2.893670879,0.8628142772,2.297886851,13.86918007,103.12,1.701388889,1.118333333,0.6580498866,0.458404195,0.4306264172,0.284066358,0.07709750567,0.02662698413,0.05159556022,100.4216409,27.98266268,-3.529088996,1.236209308,-2.584315429,0.6706587931,-1.354446688,0.8735272517,-0.882198599,3.64,5.58,-4.94,0.0048,-6.09,0.000343,7.9e-06,201.41811884182317,240.2725623423218,223.37760752474236,-1.1781020615371043,235.76101848729382,0.6732834270334069,37.937927536250555,0.2779115172096335,0.014935814502959898,0.26438507354900076,60.0313233574781,34.626376683607006,-279.454553162385,0.7672522315479116,6.113312369147636,414.6104735429088,37.28871886461291,0.21139489354377441,0.20743087985897274,1.4844761249322924,4.513866432751694,2.5858564260866976,4.19120617194069,1.5118642146975325,1.4032617981448803,0.8399207225952908,1.1342671948723038,-0.5085137488939604,0.5159626990887314,-0.6030005535801961,0.041980073406829854,1.4624850595358736,1.4319073027916431,0.06577976407484909,0.7767329556127033,0.3869543038258759,-0.6710603587086466,1.4829604430317183,0.895926871990674,0.06953866574809808,-11.04436482545519,13415.321056723962,0.021608558218217055,0.5653689936204238,-0.21651164250714322,19.11245784363673,-196.1220122037258,-0.7783318429318327,12.115883148198854,67.30690470686868,165.98654208412407,33.697736281291576,35.42474903007209,-0.8559828864305838,67.75407458426143,125.27621420377244,-14.18581973886499,5.37535700922384,-2.65204077438465,11.751840268356506,3.5626105157609222,56.953995370573985
2.601884439,4.17682568,1.625899281,2.62470024,148.9090012,74.45314622,-8.990946129,10.9672375,72.61836251,-0.3692118452,0.07987292773,-0.008758248754,-0.05293269713,0.02218484337,-0.06655164956,0.8300813223,0.4676081425,1.171203401,0.9586476298,1.477768814,1.055702967,0.422989731,0.6724461363,0.8109354851,1.121122127,0.9311281617,1.171362843,1.243722818,1.093767301,1.04696394,0.3913357868,0.9113269412,6.027325397,0.1733756634,0.1466088019,1.198739072,0.7750304892,0.489065941,0.1020620726,0.4282707615,0.0,5.821160754,0.0,0.1262688177,0.0,0.0,9.687315431,0.0,0.0,0.0,1.954696555,0.6057692308,0.2308798789,0.9794847297,0.7580246914,3.415667043,4.266730873,1.287857979,48.72467184,5.106527395,4.681802935,17.3266008,0.0,14.88701214,0.0,0.0,11.1645023,11.48135754,12.13273414,5.098681808,24.14712308,0.0,7.610515978,10.80808661,61.84,2.958333333,1.587777778,0.8989115646,0.6849135488,0.4248000126,0.096875,0.08585858586,0.03528395062,0.03705199016,107.1364375,19.52432222,-2.249870182,0.466043642,-2.389147457,0.4766170599,-1.314995199,0.05314855742,-0.4868170984,4.41,4.33,-5.1,0.00273,-5.43,0.00129,7.34e-05,194.3763693956884,236.22966046273518,225.13920163536483,-0.3301364520955503,230.58461726169074,1.4725705179873858,44.68369168960577,0.3057481258030663,0.04742410310851015,0.6252767389311191,62.684139803494915,-10.359776071624697,-592.5944575265247,0.7590020959895587,5.445696191531954,360.64065527493136,52.43208020982558,0.18850877506326674,0.08402550175229144,1.3202930658128764,4.364987503363988,2.685098013980797,4.934006008412863,1.3431327390740364,0.9126167965587789,1.2169823383645397,0.7000043509375202,-0.3854509817109757,0.030173177991415612,-0.4540984188572095,0.3476839100056621,1.466654672821789,1.424316698860406,0.2570290919693682,1.1854787687909583,0.9744965403363223,-0.2430793969252325,2.729200309331968,1.819521239286796,0.058796205734317,-4.9389538017112455,11684.695971586902,-0.12352474904102782,0.5983124575745586,0.005967566618899106,25.129681304141915,-150.32657808280004,-0.613099561313355,-273.5533110709783,44.4367342640908,146.47959697671908,21.14813359923445,-4.378211585932785,-1.7194934415191043,22.472139866512713,123.30312393613208,0.8643701457276638,5.518077197115447,-1.4060840158428496,19.088619875769247,3.6387934763671343,40.36234537264257
